date;currency;digital_code;letter_code;rate
1992-11-28;Итальянская лира;380;ITL;0.3256
1992-11-28;Канадский доллар;124;CAD;348.54
1992-11-28;Немецкая марка;276;DEM;281.36
1992-11-28;Нидерландский гульден;528;NLG;250.07
1992-11-28;Норвежская крона;578;NOK;68.66
1992-11-28;Португальское эскудо;620;PTE;3.142
1992-11-28;Сингапурский доллар;702;SGD;273.78
1992-11-28;Турецкая лира;792;TRL;0.054
1992-11-28;Финляндская марка;246;FIM;88.16
1992-11-28;Французский франк;250;FRF;83.05
1992-11-28;Фунт стерлингов Соединенного королевства;826;GBP;682.48
1992-11-28;Шведская крона;752;SEK;67.17
1992-11-28;Швейцарский франк;756;CHF;313.13
1992-11-28;ЭКЮ;954;XEU;551.46
1992-11-28;Японская иена;392;JPY;3.612
1992-11-29;Австралийский доллар;036;AUD;308.07
1992-11-29;Австрийский шиллинг;040;ATS;40.18
1992-11-29;Бельгийский франк;056;BEF;13.71
1992-11-29;Греческая драхма;300;GRD;0.02156
1992-11-29;Датская крона;208;DKK;72.68
1992-11-29;Доллар США;840;USD;447.
1992-11-29;Ирландский фунт;372;IEP;734.42
1992-11-29;Исландская крона;352;ISK;7.08
1992-11-29;Испанская песета;724;ESP;3.909
1992-11-29;Итальянская лира;380;ITL;0.3256
1992-11-29;Канадский доллар;124;CAD;348.54
1992-11-29;Немецкая марка;276;DEM;281.36
1992-11-29;Нидерландский гульден;528;NLG;250.07
1992-11-29;Норвежская крона;578;NOK;68.66
1992-11-29;Португальское эскудо;620;PTE;3.142
1992-11-29;Сингапурский доллар;702;SGD;273.78
1992-11-29;Турецкая лира;792;TRL;0.054
1992-11-29;Финляндская марка;246;FIM;88.16
1992-11-29;Французский франк;250;FRF;83.05
1992-11-29;Фунт стерлингов Соединенного королевства;826;GBP;682.48
1992-11-29;Шведская крона;752;SEK;67.17
1992-11-29;Швейцарский франк;756;CHF;313.13
1992-11-29;ЭКЮ;954;XEU;551.46
1992-11-29;Японская иена;392;JPY;3.612
1992-11-30;Австралийский доллар;036;AUD;308.07
1992-11-30;Австрийский шиллинг;040;ATS;40.18
1992-11-30;Бельгийский франк;056;BEF;13.71
1992-11-30;Греческая драхма;300;GRD;0.02156
1992-11-30;Датская крона;208;DKK;72.68
1992-11-30;Доллар США;840;USD;447.
1992-11-30;Ирландский фунт;372;IEP;734.42
1992-11-30;Исландская крона;352;ISK;7.08
1992-11-30;Испанская песета;724;ESP;3.909
1992-11-30;Итальянская лира;380;ITL;0.3256
1992-11-30;Канадский доллар;124;CAD;348.54
1992-11-30;Немецкая марка;276;DEM;281.36
1992-11-30;Нидерландский гульден;528;NLG;250.07
1992-11-30;Норвежская крона;578;NOK;68.66
1992-11-30;Португальское эскудо;620;PTE;3.142
1992-11-30;Сингапурский доллар;702;SGD;273.78
1992-11-30;Турецкая лира;792;TRL;0.054
1992-11-30;Финляндская марка;246;FIM;88.16
1992-11-30;Французский франк;250;FRF;83.05
1992-11-30;Фунт стерлингов Соединенного королевства;826;GBP;682.48
1992-11-30;Шведская крона;752;SEK;67.17
1992-11-30;Швейцарский франк;756;CHF;313.13
1992-11-30;ЭКЮ;954;XEU;551.46
1992-11-30;Японская иена;392;JPY;3.612
1992-12-01;Болгарский лев;975;BGN;8.52
1992-12-01;Венгерский форинт;348;HUF;2.46
1992-12-01;Китайский юань;156;CNY;36.
1992-12-01;Новозеландский доллар;;;105.13
1992-12-01;Польский злотый;985;PLN;0.0132
1992-12-01;СДР (специальные права заимствования);960;XDR;0.7933
1992-12-01;Чехословацкая крона;;;7.07
1992-12-02;Австралийский доллар;036;AUD;284.81
1992-12-02;Австрийский шиллинг;040;ATS;37.3
1992-12-02;Бельгийский франк;056;BEF;12.789
1992-12-02;Греческая драхма;300;GRD;0.02008
1992-12-02;Датская крона;208;DKK;67.78
1992-12-02;Доллар США;840;USD;417.
1992-12-02;Ирландский фунт;372;IEP;688.05
1992-12-02;Исландская крона;352;ISK;6.57
1992-12-02;Испанская песета;724;ESP;3.646
1992-12-02;Итальянская лира;380;ITL;0.2987
1992-12-02;Канадский доллар;124;CAD;323.26
1992-12-02;Немецкая марка;276;DEM;262.28
1992-12-02;Нидерландский гульден;528;NLG;233.03
1992-12-02;Норвежская крона;578;NOK;64.24
1992-12-02;Португальское эскудо;620;PTE;2.899
1992-12-02;Сингапурский доллар;702;SGD;254.63
1992-12-02;Турецкая лира;792;TRL;0.05
1992-12-02;Финляндская марка;246;FIM;81.65
1992-12-02;Французский франк;250;FRF;77.15
1992-12-02;Фунт стерлингов Соединенного королевства;826;GBP;630.92
1992-12-02;Шведская крона;752;SEK;61.16
1992-12-02;Швейцарский франк;756;CHF;290.9
1992-12-02;ЭКЮ;954;XEU;512.83
1992-12-02;Японская иена;392;JPY;3.345
1992-12-03;Австралийский доллар;036;AUD;284.81
1992-12-03;Австрийский шиллинг;040;ATS;37.3
1992-12-03;Бельгийский франк;056;BEF;12.789
1992-12-03;Греческая драхма;300;GRD;0.02008
1992-12-03;Датская крона;208;DKK;67.78
1992-12-03;Доллар США;840;USD;417.
1992-12-03;Ирландский фунт;372;IEP;688.05
1992-12-03;Исландская крона;352;ISK;6.57
1992-12-03;Испанская песета;724;ESP;3.646
1992-12-03;Итальянская лира;380;ITL;0.2987
1992-12-03;Канадский доллар;124;CAD;323.26
1992-12-03;Немецкая марка;276;DEM;262.28
1992-12-03;Нидерландский гульден;528;NLG;233.03
1992-12-03;Норвежская крона;578;NOK;64.24
1992-12-03;Португальское эскудо;620;PTE;2.899
1992-12-03;Сингапурский доллар;702;SGD;254.63
1992-12-03;Турецкая лира;792;TRL;0.05
1992-12-03;Финляндская марка;246;FIM;81.65
1992-12-03;Французский франк;250;FRF;77.15
1992-12-03;Фунт стерлингов Соединенного королевства;826;GBP;630.92
1992-12-03;Шведская крона;752;SEK;61.16
1992-12-03;Швейцарский франк;756;CHF;290.9
1992-12-03;ЭКЮ;954;XEU;512.83
1992-12-03;Японская иена;392;JPY;3.345
1992-12-04;Австралийский доллар;036;AUD;273.51
1992-12-04;Австрийский шиллинг;040;ATS;35.95
1992-12-04;Бельгийский франк;056;BEF;12.207
1992-12-04;Греческая драхма;300;GRD;0.01922
1992-12-04;Датская крона;208;DKK;64.86
1992-12-04;Доллар США;840;USD;398.
1992-12-04;Ирландский фунт;372;IEP;666.25
1992-12-04;Исландская крона;352;ISK;6.34
1992-12-04;Испанская песета;724;ESP;3.5
1992-12-04;Итальянская лира;380;ITL;0.2863
1992-12-04;Канадский доллар;124;CAD;310.45
1992-12-04;Немецкая марка;276;DEM;251.74
1992-12-04;Нидерландский гульден;528;NLG;223.78
1992-12-04;Норвежская крона;578;NOK;61.51
1992-12-04;Португальское эскудо;620;PTE;2.817
1992-12-04;Сингапурский доллар;702;SGD;243.35
1992-12-04;Турецкая лира;792;TRL;0.048
1992-12-04;Финляндская марка;246;FIM;78.13
1992-12-04;Французский франк;250;FRF;73.96
1992-12-04;Фунт стерлингов Соединенного королевства;826;GBP;615.51
1992-12-04;Шведская крона;752;SEK;58.34
1992-12-04;Швейцарский франк;756;CHF;283.37
1992-12-04;ЭКЮ;954;XEU;492.84
1992-12-04;Японская иена;392;JPY;3.197
1992-12-05;Австралийский доллар;036;AUD;273.51
1992-12-05;Австрийский шиллинг;040;ATS;35.95
1992-12-05;Бельгийский франк;056;BEF;12.207
1992-12-05;Греческая драхма;300;GRD;0.01922
1992-12-05;Датская крона;208;DKK;64.86
1992-12-05;Доллар США;840;USD;398.
1992-12-05;Ирландский фунт;372;IEP;666.25
1992-12-05;Исландская крона;352;ISK;6.34
1992-12-05;Испанская песета;724;ESP;3.5
1992-12-05;Итальянская лира;380;ITL;0.2863
1992-12-05;Канадский доллар;124;CAD;310.45
1992-12-05;Немецкая марка;276;DEM;251.74
1992-12-05;Нидерландский гульден;528;NLG;223.78
1992-12-05;Норвежская крона;578;NOK;61.51
1992-12-05;Португальское эскудо;620;PTE;2.817
1992-12-05;Сингапурский доллар;702;SGD;243.35
1992-12-05;Турецкая лира;792;TRL;0.048
1992-12-05;Финляндская марка;246;FIM;78.13
1992-12-05;Французский франк;250;FRF;73.96
1992-12-05;Фунт стерлингов Соединенного королевства;826;GBP;615.51
1992-12-05;Шведская крона;752;SEK;58.34
1992-12-05;Швейцарский франк;756;CHF;283.37
1992-12-05;ЭКЮ;954;XEU;492.84
1992-12-05;Японская иена;392;JPY;3.197
1992-12-06;Австралийский доллар;036;AUD;273.51
1992-12-06;Австрийский шиллинг;040;ATS;35.95
1992-12-06;Бельгийский франк;056;BEF;12.207
1992-12-06;Греческая драхма;300;GRD;0.01922
1992-12-06;Датская крона;208;DKK;64.86
1992-12-06;Доллар США;840;USD;398.
1992-12-06;Ирландский фунт;372;IEP;666.25
1992-12-06;Исландская крона;352;ISK;6.34
1992-12-06;Испанская песета;724;ESP;3.5
1992-12-06;Итальянская лира;380;ITL;0.2863
1992-12-06;Канадский доллар;124;CAD;310.45
1992-12-06;Немецкая марка;276;DEM;251.74
1992-12-06;Нидерландский гульден;528;NLG;223.78
1992-12-06;Норвежская крона;578;NOK;61.51
1992-12-06;Португальское эскудо;620;PTE;2.817
1992-12-06;Сингапурский доллар;702;SGD;243.35
1992-12-06;Турецкая лира;792;TRL;0.048
1992-12-06;Финляндская марка;246;FIM;78.13
1992-12-06;Французский франк;250;FRF;73.96
1992-12-06;Фунт стерлингов Соединенного королевства;826;GBP;615.51
1992-12-06;Шведская крона;752;SEK;58.34
1992-12-06;Швейцарский франк;756;CHF;283.37
1992-12-06;ЭКЮ;954;XEU;492.84
1992-12-06;Японская иена;392;JPY;3.197
1992-12-07;Австралийский доллар;036;AUD;273.51
1992-12-07;Австрийский шиллинг;040;ATS;35.95
1992-12-07;Бельгийский франк;056;BEF;12.207
1992-12-07;Греческая драхма;300;GRD;0.01922
1992-12-07;Датская крона;208;DKK;64.86
1992-12-07;Доллар США;840;USD;398.
1992-12-07;Ирландский фунт;372;IEP;666.25
1992-12-07;Исландская крона;352;ISK;6.34
1992-12-07;Испанская песета;724;ESP;3.5
1992-12-07;Итальянская лира;380;ITL;0.2863
1992-12-07;Канадский доллар;124;CAD;310.45
1992-12-07;Немецкая марка;276;DEM;251.74
1992-12-07;Нидерландский гульден;528;NLG;223.78
1992-12-07;Норвежская крона;578;NOK;61.51
1992-12-07;Португальское эскудо;620;PTE;2.817
1992-12-07;Сингапурский доллар;702;SGD;243.35
1992-12-07;Турецкая лира;792;TRL;0.048
1992-12-07;Финляндская марка;246;FIM;78.13
1992-12-07;Французский франк;250;FRF;73.96
1992-12-07;Фунт стерлингов Соединенного королевства;826;GBP;615.51
1992-12-07;Шведская крона;752;SEK;58.34
1992-12-07;Швейцарский франк;756;CHF;283.37
1992-12-07;ЭКЮ;954;XEU;492.84
1992-12-07;Японская иена;392;JPY;3.197
1992-12-08;Австралийский доллар;036;AUD;273.51
1992-12-08;Австрийский шиллинг;040;ATS;35.95
1992-12-08;Бельгийский франк;056;BEF;12.207
1992-12-08;Греческая драхма;300;GRD;0.01922
1992-12-08;Датская крона;208;DKK;64.86
1992-12-08;Доллар США;840;USD;398.
1992-12-08;Ирландский фунт;372;IEP;666.25
1992-12-08;Исландская крона;352;ISK;6.34
1992-12-08;Испанская песета;724;ESP;3.5
1992-12-08;Итальянская лира;380;ITL;0.2863
1992-12-08;Канадский доллар;124;CAD;310.45
1992-12-08;Немецкая марка;276;DEM;251.74
1992-12-08;Нидерландский гульден;528;NLG;223.78
1992-12-08;Норвежская крона;578;NOK;61.51
1992-12-08;Португальское эскудо;620;PTE;2.817
1992-12-08;Сингапурский доллар;702;SGD;243.35
1992-12-08;Турецкая лира;792;TRL;0.048
1992-12-08;Финляндская марка;246;FIM;78.13
1992-12-08;Французский франк;250;FRF;73.96
1992-12-08;Фунт стерлингов Соединенного королевства;826;GBP;615.51
1992-12-08;Шведская крона;752;SEK;58.34
1992-12-08;Швейцарский франк;756;CHF;283.37
1992-12-08;ЭКЮ;954;XEU;492.84
1992-12-08;Японская иена;392;JPY;3.197
1992-12-09;Австралийский доллар;036;AUD;290.37
1992-12-09;Австрийский шиллинг;040;ATS;37.66
1992-12-09;Бельгийский франк;056;BEF;12.851
1992-12-09;Греческая драхма;300;GRD;0.02042
1992-12-09;Датская крона;208;DKK;69.35
1992-12-09;Доллар США;840;USD;419.
1992-12-09;Ирландский фунт;372;IEP;702.66
1992-12-09;Исландская крона;352;ISK;6.66
1992-12-09;Испанская песета;724;ESP;3.689
1992-12-09;Итальянская лира;380;ITL;0.3052
1992-12-09;Канадский доллар;124;CAD;329.66
1992-12-09;Немецкая марка;276;DEM;268.97
1992-12-09;Нидерландский гульден;528;NLG;239.57
1992-12-09;Норвежская крона;578;NOK;65.85
1992-12-09;Португальское эскудо;620;PTE;3.019
1992-12-09;Сингапурский доллар;702;SGD;255.36
1992-12-09;Турецкая лира;792;TRL;0.051
1992-12-09;Финляндская марка;246;FIM;84.02
1992-12-09;Французский франк;250;FRF;78.94
1992-12-09;Фунт стерлингов Соединенного королевства;826;GBP;669.48
1992-12-09;Шведская крона;752;SEK;62.62
1992-12-09;Швейцарский франк;756;CHF;300.47
1992-12-09;ЭКЮ;954;XEU;527.81
1992-12-09;Японская иена;392;JPY;3.385
1992-12-10;Австралийский доллар;036;AUD;290.37
1992-12-10;Австрийский шиллинг;040;ATS;37.66
1992-12-10;Бельгийский франк;056;BEF;12.851
1992-12-10;Греческая драхма;300;GRD;0.02042
1992-12-10;Датская крона;208;DKK;69.35
1992-12-10;Доллар США;840;USD;419.
1992-12-10;Ирландский фунт;372;IEP;702.66
1992-12-10;Исландская крона;352;ISK;6.66
1992-12-10;Испанская песета;724;ESP;3.689
1992-12-10;Итальянская лира;380;ITL;0.3052
1992-12-10;Канадский доллар;124;CAD;329.66
1992-12-10;Немецкая марка;276;DEM;268.97
1992-12-10;Нидерландский гульден;528;NLG;239.57
1992-12-10;Норвежская крона;578;NOK;65.85
1992-12-10;Португальское эскудо;620;PTE;3.019
1992-12-10;Сингапурский доллар;702;SGD;255.36
1992-12-10;Турецкая лира;792;TRL;0.051
1992-12-10;Финляндская марка;246;FIM;84.02
1992-12-10;Французский франк;250;FRF;78.94
1992-12-10;Фунт стерлингов Соединенного королевства;826;GBP;669.48
1992-12-10;Шведская крона;752;SEK;62.62
1992-12-10;Швейцарский франк;756;CHF;300.47
1992-12-10;ЭКЮ;954;XEU;527.81
1992-12-10;Японская иена;392;JPY;3.385
1992-12-11;Австралийский доллар;036;AUD;289.61
1992-12-11;Австрийский шиллинг;040;ATS;38.04
1992-12-11;Бельгийский франк;056;BEF;12.851
1992-12-11;Греческая драхма;300;GRD;0.0202
1992-12-11;Датская крона;208;DKK;68.7
1992-12-11;Доллар США;840;USD;419.
1992-12-11;Ирландский фунт;372;IEP;704.34
1992-12-11;Исландская крона;352;ISK;6.72
1992-12-11;Испанская песета;724;ESP;3.736
1992-12-11;Итальянская лира;380;ITL;0.301
1992-12-11;Канадский доллар;124;CAD;329.17
1992-12-11;Немецкая марка;276;DEM;266.54
1992-12-11;Нидерландский гульден;528;NLG;237.46
1992-12-11;Норвежская крона;578;NOK;65.17
1992-12-11;Португальское эскудо;620;PTE;2.986
1992-12-11;Сингапурский доллар;702;SGD;255.85
1992-12-11;Турецкая лира;792;TRL;0.051
1992-12-11;Финляндская марка;246;FIM;82.86
1992-12-11;Французский франк;250;FRF;78.14
1992-12-11;Фунт стерлингов Соединенного королевства;826;GBP;656.36
1992-12-11;Шведская крона;752;SEK;61.84
1992-12-11;Швейцарский франк;756;CHF;297.16
1992-12-11;ЭКЮ;954;XEU;521.86
1992-12-11;Японская иена;392;JPY;3.378
1992-12-12;Австралийский доллар;036;AUD;289.61
1992-12-12;Австрийский шиллинг;040;ATS;38.04
1992-12-12;Бельгийский франк;056;BEF;12.851
1992-12-12;Греческая драхма;300;GRD;0.0202
1992-12-12;Датская крона;208;DKK;68.7
1992-12-12;Доллар США;840;USD;419.
1992-12-12;Ирландский фунт;372;IEP;704.34
1992-12-12;Исландская крона;352;ISK;6.72
1992-12-12;Испанская песета;724;ESP;3.736
1992-12-12;Итальянская лира;380;ITL;0.301
1992-12-12;Канадский доллар;124;CAD;329.17
1992-12-12;Немецкая марка;276;DEM;266.54
1992-12-12;Нидерландский гульден;528;NLG;237.46
1992-12-12;Норвежская крона;578;NOK;65.17
1992-12-12;Португальское эскудо;620;PTE;2.986
1992-12-12;Сингапурский доллар;702;SGD;255.85
1992-12-12;Турецкая лира;792;TRL;0.051
1992-12-12;Финляндская марка;246;FIM;82.86
1992-12-12;Французский франк;250;FRF;78.14
1992-12-12;Фунт стерлингов Соединенного королевства;826;GBP;656.36
1992-12-12;Шведская крона;752;SEK;61.84
1992-12-12;Швейцарский франк;756;CHF;297.16
1992-12-12;ЭКЮ;954;XEU;521.86
1992-12-12;Японская иена;392;JPY;3.378
1992-12-13;Австралийский доллар;036;AUD;289.61
1992-12-13;Австрийский шиллинг;040;ATS;38.04
1992-12-13;Бельгийский франк;056;BEF;12.851
1992-12-13;Греческая драхма;300;GRD;0.0202
1992-12-13;Датская крона;208;DKK;68.7
1992-12-13;Доллар США;840;USD;419.
1992-12-13;Ирландский фунт;372;IEP;704.34
1992-12-13;Исландская крона;352;ISK;6.72
1992-12-13;Испанская песета;724;ESP;3.736
1992-12-13;Итальянская лира;380;ITL;0.301
1992-12-13;Канадский доллар;124;CAD;329.17
1992-12-13;Немецкая марка;276;DEM;266.54
1992-12-13;Нидерландский гульден;528;NLG;237.46
1992-12-13;Норвежская крона;578;NOK;65.17
1992-12-13;Португальское эскудо;620;PTE;2.986
1992-12-13;Сингапурский доллар;702;SGD;255.85
1992-12-13;Турецкая лира;792;TRL;0.051
1992-12-13;Финляндская марка;246;FIM;82.86
1992-12-13;Французский франк;250;FRF;78.14
1992-12-13;Фунт стерлингов Соединенного королевства;826;GBP;656.36
1992-12-13;Шведская крона;752;SEK;61.84
1992-12-13;Швейцарский франк;756;CHF;297.16
1992-12-13;ЭКЮ;954;XEU;521.86
1992-12-13;Японская иена;392;JPY;3.378
1992-12-14;Австралийский доллар;036;AUD;289.61
1992-12-14;Австрийский шиллинг;040;ATS;38.04
1992-12-14;Бельгийский франк;056;BEF;12.851
1992-12-14;Греческая драхма;300;GRD;0.0202
1992-12-14;Датская крона;208;DKK;68.7
1992-12-14;Доллар США;840;USD;419.
1992-12-14;Ирландский фунт;372;IEP;704.34
1992-12-14;Исландская крона;352;ISK;6.72
1992-12-14;Испанская песета;724;ESP;3.736
1992-12-14;Итальянская лира;380;ITL;0.301
1992-12-14;Канадский доллар;124;CAD;329.17
1992-12-14;Немецкая марка;276;DEM;266.54
1992-12-14;Нидерландский гульден;528;NLG;237.46
1992-12-14;Норвежская крона;578;NOK;65.17
1992-12-14;Португальское эскудо;620;PTE;2.986
1992-12-14;Сингапурский доллар;702;SGD;255.85
1992-12-14;Турецкая лира;792;TRL;0.051
1992-12-14;Финляндская марка;246;FIM;82.86
1992-12-14;Французский франк;250;FRF;78.14
1992-12-14;Фунт стерлингов Соединенного королевства;826;GBP;656.36
1992-12-14;Шведская крона;752;SEK;61.84
1992-12-14;Швейцарский франк;756;CHF;297.16
1992-12-14;ЭКЮ;954;XEU;521.86
1992-12-14;Японская иена;392;JPY;3.378
1992-12-15;Австралийский доллар;036;AUD;289.61
1992-12-15;Австрийский шиллинг;040;ATS;38.04
1992-12-15;Бельгийский франк;056;BEF;12.851
1992-12-15;Греческая драхма;300;GRD;0.0202
1992-12-15;Датская крона;208;DKK;68.7
1992-12-15;Доллар США;840;USD;419.
1992-12-15;Ирландский фунт;372;IEP;704.34
1992-12-15;Исландская крона;352;ISK;6.72
1992-12-15;Испанская песета;724;ESP;3.736
1992-12-15;Итальянская лира;380;ITL;0.301
1992-12-15;Канадский доллар;124;CAD;329.17
1992-12-15;Немецкая марка;276;DEM;266.54
1992-12-15;Нидерландский гульден;528;NLG;237.46
1992-12-15;Норвежская крона;578;NOK;65.17
1992-12-15;Португальское эскудо;620;PTE;2.986
1992-12-15;Сингапурский доллар;702;SGD;255.85
1992-12-15;Турецкая лира;792;TRL;0.051
1992-12-15;Финляндская марка;246;FIM;82.86
1992-12-15;Французский франк;250;FRF;78.14
1992-12-15;Фунт стерлингов Соединенного королевства;826;GBP;656.36
1992-12-15;Шведская крона;752;SEK;61.84
1992-12-15;Швейцарский франк;756;CHF;297.16
1992-12-15;ЭКЮ;954;XEU;521.86
1992-12-15;Японская иена;392;JPY;3.378
1992-12-16;Австралийский доллар;036;AUD;287.
1992-12-16;Австрийский шиллинг;040;ATS;37.9
1992-12-16;Бельгийский франк;056;BEF;12.82
1992-12-16;Греческая драхма;300;GRD;0.02011
1992-12-16;Датская крона;208;DKK;68.98
1992-12-16;Доллар США;840;USD;418.
1992-12-16;Ирландский фунт;372;IEP;698.06
1992-12-16;Исландская крона;352;ISK;6.69
1992-12-16;Испанская песета;724;ESP;3.735
1992-12-16;Итальянская лира;380;ITL;0.2999
1992-12-16;Канадский доллар;124;CAD;328.05
1992-12-16;Немецкая марка;276;DEM;265.7
1992-12-16;Нидерландский гульден;528;NLG;236.29
1992-12-16;Норвежская крона;578;NOK;61.69
1992-12-16;Португальское эскудо;620;PTE;2.981
1992-12-16;Сингапурский доллар;702;SGD;255.08
1992-12-16;Турецкая лира;792;TRL;0.05
1992-12-16;Финляндская марка;246;FIM;82.21
1992-12-16;Французский франк;250;FRF;77.97
1992-12-16;Фунт стерлингов Соединенного королевства;826;GBP;652.71
1992-12-16;Шведская крона;752;SEK;61.52
1992-12-16;Швейцарский франк;756;CHF;295.82
1992-12-16;ЭКЮ;954;XEU;521.25
1992-12-16;Японская иена;392;JPY;3.376
1992-12-17;Австралийский доллар;036;AUD;287.
1992-12-17;Австрийский шиллинг;040;ATS;37.9
1992-12-17;Бельгийский франк;056;BEF;12.82
1992-12-17;Греческая драхма;300;GRD;0.02011
1992-12-17;Датская крона;208;DKK;68.98
1992-12-17;Доллар США;840;USD;418.
1992-12-17;Ирландский фунт;372;IEP;698.06
1992-12-17;Исландская крона;352;ISK;6.69
1992-12-17;Испанская песета;724;ESP;3.735
1992-12-17;Итальянская лира;380;ITL;0.2999
1992-12-17;Канадский доллар;124;CAD;328.05
1992-12-17;Немецкая марка;276;DEM;265.7
1992-12-17;Нидерландский гульден;528;NLG;236.29
1992-12-17;Норвежская крона;578;NOK;61.69
1992-12-17;Португальское эскудо;620;PTE;2.981
1992-12-17;Сингапурский доллар;702;SGD;255.08
1992-12-17;Турецкая лира;792;TRL;0.05
1992-12-17;Финляндская марка;246;FIM;82.21
1992-12-17;Французский франк;250;FRF;77.97
1992-12-17;Фунт стерлингов Соединенного королевства;826;GBP;652.71
1992-12-17;Шведская крона;752;SEK;61.52
1992-12-17;Швейцарский франк;756;CHF;295.82
1992-12-17;ЭКЮ;954;XEU;521.25
1992-12-17;Японская иена;392;JPY;3.376
1992-12-18;Австралийский доллар;036;AUD;287.08
1992-12-18;Австрийский шиллинг;040;ATS;38.11
1992-12-18;Бельгийский франк;056;BEF;12.759
1992-12-18;Греческая драхма;300;GRD;0.02013
1992-12-18;Датская крона;208;DKK;69.4
1992-12-18;Доллар США;840;USD;416.
1992-12-18;Ирландский фунт;372;IEP;705.12
1992-12-18;Исландская крона;352;ISK;6.69
1992-12-18;Испанская песета;724;ESP;3.749
1992-12-18;Итальянская лира;380;ITL;0.2977
1992-12-18;Канадский доллар;124;CAD;325.81
1992-12-18;Немецкая марка;276;DEM;267.49
1992-12-18;Нидерландский гульден;528;NLG;237.95
1992-12-18;Норвежская крона;578;NOK;62.5
1992-12-18;Португальское эскудо;620;PTE;2.991
1992-12-18;Сингапурский доллар;702;SGD;253.92
1992-12-18;Турецкая лира;792;TRL;0.05
1992-12-18;Финляндская марка;246;FIM;81.8
1992-12-18;Французский франк;250;FRF;78.28
1992-12-18;Фунт стерлингов Соединенного королевства;826;GBP;655.82
1992-12-18;Шведская крона;752;SEK;61.14
1992-12-18;Швейцарский франк;756;CHF;297.78
1992-12-18;ЭКЮ;954;XEU;523.37
1992-12-18;Японская иена;392;JPY;3.38
1992-12-19;Австралийский доллар;036;AUD;287.08
1992-12-19;Австрийский шиллинг;040;ATS;38.11
1992-12-19;Бельгийский франк;056;BEF;12.759
1992-12-19;Греческая драхма;300;GRD;0.02013
1992-12-19;Датская крона;208;DKK;69.4
1992-12-19;Доллар США;840;USD;416.
1992-12-19;Ирландский фунт;372;IEP;705.12
1992-12-19;Исландская крона;352;ISK;6.69
1992-12-19;Испанская песета;724;ESP;3.749
1992-12-19;Итальянская лира;380;ITL;0.2977
1992-12-19;Канадский доллар;124;CAD;325.81
1992-12-19;Немецкая марка;276;DEM;267.49
1992-12-19;Нидерландский гульден;528;NLG;237.95
1992-12-19;Норвежская крона;578;NOK;62.5
1992-12-19;Португальское эскудо;620;PTE;2.991
1992-12-19;Сингапурский доллар;702;SGD;253.92
1992-12-19;Турецкая лира;792;TRL;0.05
1992-12-19;Финляндская марка;246;FIM;81.8
1992-12-19;Французский франк;250;FRF;78.28
1992-12-19;Фунт стерлингов Соединенного королевства;826;GBP;655.82
1992-12-19;Шведская крона;752;SEK;61.14
1992-12-19;Швейцарский франк;756;CHF;297.78
1992-12-19;ЭКЮ;954;XEU;523.37
1992-12-19;Японская иена;392;JPY;3.38
1992-12-20;Австралийский доллар;036;AUD;287.08
1992-12-20;Австрийский шиллинг;040;ATS;38.11
1992-12-20;Бельгийский франк;056;BEF;12.759
1992-12-20;Греческая драхма;300;GRD;0.02013
1992-12-20;Датская крона;208;DKK;69.4
1992-12-20;Доллар США;840;USD;416.
1992-12-20;Ирландский фунт;372;IEP;705.12
1992-12-20;Исландская крона;352;ISK;6.69
1992-12-20;Испанская песета;724;ESP;3.749
1992-12-20;Итальянская лира;380;ITL;0.2977
1992-12-20;Канадский доллар;124;CAD;325.81
1992-12-20;Немецкая марка;276;DEM;267.49
1992-12-20;Нидерландский гульден;528;NLG;237.95
1992-12-20;Норвежская крона;578;NOK;62.5
1992-12-20;Португальское эскудо;620;PTE;2.991
1992-12-20;Сингапурский доллар;702;SGD;253.92
1992-12-20;Турецкая лира;792;TRL;0.05
1992-12-20;Финляндская марка;246;FIM;81.8
1992-12-20;Французский франк;250;FRF;78.28
1992-12-20;Фунт стерлингов Соединенного королевства;826;GBP;655.82
1992-12-20;Шведская крона;752;SEK;61.14
1992-12-20;Швейцарский франк;756;CHF;297.78
1992-12-20;ЭКЮ;954;XEU;523.37
1992-12-20;Японская иена;392;JPY;3.38
1992-12-21;Австралийский доллар;036;AUD;287.08
1992-12-21;Австрийский шиллинг;040;ATS;38.11
1992-12-21;Бельгийский франк;056;BEF;12.759
1992-12-21;Греческая драхма;300;GRD;0.02013
1992-12-21;Датская крона;208;DKK;69.4
1992-12-21;Доллар США;840;USD;416.
1992-12-21;Ирландский фунт;372;IEP;705.12
1992-12-21;Исландская крона;352;ISK;6.69
1992-12-21;Испанская песета;724;ESP;3.749
1992-12-21;Итальянская лира;380;ITL;0.2977
1992-12-21;Канадский доллар;124;CAD;325.81
1992-12-21;Немецкая марка;276;DEM;267.49
1992-12-21;Нидерландский гульден;528;NLG;237.95
1992-12-21;Норвежская крона;578;NOK;62.5
1992-12-21;Португальское эскудо;620;PTE;2.991
1992-12-21;Сингапурский доллар;702;SGD;253.92
1992-12-21;Турецкая лира;792;TRL;0.05
1992-12-21;Финляндская марка;246;FIM;81.8
1992-12-21;Французский франк;250;FRF;78.28
1992-12-21;Фунт стерлингов Соединенного королевства;826;GBP;655.82
1992-12-21;Шведская крона;752;SEK;61.14
1992-12-21;Швейцарский франк;756;CHF;297.78
1992-12-21;ЭКЮ;954;XEU;523.37
