date;currency;digital_code;letter_code;rate
1991-09-18;Датская крона;208;DKK;0.0901
1991-09-18;Доллар США;840;USD;0.5872
1991-09-18;Канадский доллар;124;CAD;0.5178
1991-09-18;Немецкая марка;276;DEM;0.3469
1991-09-18;Норвежская крона;578;NOK;0.0888
1991-09-18;Сингапурский доллар;702;SGD;0.3464
1991-09-18;Французский франк;250;FRF;0.1022
1991-09-18;Фунт стерлингов Соединенного королевства;826;GBP;1.0138
1991-09-18;Шведская крона;752;SEK;0.0956
1991-09-18;Швейцарский франк;756;CHF;0.3965
1991-09-18;Японская иена;392;JPY;0.00437
1991-09-25;Австралийский доллар;036;AUD;0.4683
1991-09-25;Датская крона;208;DKK;0.0903
1991-09-25;Доллар США;840;USD;0.5848
1991-09-25;Канадский доллар;124;CAD;0.5159
1991-09-25;Немецкая марка;276;DEM;0.3481
1991-09-25;Норвежская крона;578;NOK;0.0891
1991-09-25;Французский франк;250;FRF;0.1023
1991-09-25;Фунт стерлингов Соединенного королевства;826;GBP;1.0153
1991-09-25;Шведская крона;752;SEK;0.0957
1991-09-25;Швейцарский франк;756;CHF;0.3992
1991-09-25;Японская иена;392;JPY;0.00437
1991-10-01;Болгарский лев;975;BGN;0.0973
1991-10-01;Венгерский форинт;348;HUF;0.0234
1991-10-01;Китайский юань;156;CNY;0.109
1991-10-01;Монгольский тугрик;;;0.0438
1991-10-01;Новозеландский доллар;;;0.3393
1991-10-01;Польский злотый;985;PLN;0.000157
1991-10-01;СДР (специальные права заимствования);960;XDR;0.7775
1991-10-01;Чехословацкая крона;;;0.0582
1991-10-02;Австралийский доллар;036;AUD;0.464
1991-10-02;Датская крона;208;DKK;0.0905
1991-10-02;Доллар США;840;USD;0.5815
1991-10-02;Индийская рупия;356;INR;0.0236
1991-10-02;Канадский доллар;124;CAD;0.5134
1991-10-02;Немецкая марка;276;DEM;0.349
1991-10-02;Норвежская крона;578;NOK;0.0892
1991-10-02;Сингапурский доллар;702;SGD;0.3464
1991-10-02;Турецкая лира;949;TRY;0.00012
1991-10-02;Французский франк;250;FRF;0.1027
1991-10-02;Фунт стерлингов Соединенного королевства;826;GBP;1.02
1991-10-02;Шведская крона;752;SEK;0.0956
1991-10-02;Швейцарский франк;756;CHF;0.4017
1991-10-02;Югославский динар;;;0.0268
1991-10-02;Японская иена;392;JPY;0.00438
1991-10-09;Австралийский доллар;036;AUD;0.4627
1991-10-09;Датская крона;208;DKK;0.0902
1991-10-09;Доллар США;840;USD;0.5837
1991-10-09;Канадский доллар;124;CAD;0.5173
1991-10-09;Немецкая марка;276;DEM;0.3469
1991-10-09;Норвежская крона;578;NOK;0.0888
1991-10-09;Французский франк;250;FRF;0.102
1991-10-09;Фунт стерлингов Соединенного королевства;826;GBP;1.011
1991-10-09;Шведская крона;752;SEK;0.0953
1991-10-09;Швейцарский франк;756;CHF;0.3964
1991-10-09;Японская иена;392;JPY;0.00449
1991-10-16;Австралийский доллар;036;AUD;0.4669
1991-10-16;Датская крона;208;DKK;0.0897
1991-10-16;Доллар США;840;USD;0.5849
1991-10-16;Канадский доллар;124;CAD;0.5182
1991-10-16;Немецкая марка;276;DEM;0.3453
1991-10-16;Норвежская крона;578;NOK;0.0884
1991-10-16;Французский франк;250;FRF;0.1015
1991-10-16;Фунт стерлингов Соединенного королевства;826;GBP;1.0054
1991-10-16;Шведская крона;752;SEK;0.0949
1991-10-16;Швейцарский франк;756;CHF;0.3959
1991-10-16;Японская иена;392;JPY;0.00454
1991-10-23;Австралийский доллар;036;AUD;0.467
1991-10-23;Датская крона;208;DKK;0.0897
1991-10-23;Доллар США;840;USD;0.5848
1991-10-23;Канадский доллар;124;CAD;0.5191
1991-10-23;Немецкая марка;276;DEM;0.3464
1991-10-23;Норвежская крона;578;NOK;0.0885
1991-10-23;Французский франк;250;FRF;0.1016
1991-10-23;Фунт стерлингов Соединенного королевства;826;GBP;1.0073
1991-10-23;Шведская крона;752;SEK;0.0952
1991-10-23;Швейцарский франк;756;CHF;0.3958
1991-10-23;Японская иена;392;JPY;0.00449
1991-10-30;Австралийский доллар;036;AUD;0.4615
1991-10-30;Датская крона;208;DKK;0.089
1991-10-30;Доллар США;840;USD;0.5884
1991-10-30;Канадский доллар;124;CAD;0.5229
1991-10-30;Немецкая марка;276;DEM;0.3453
1991-10-30;Норвежская крона;578;NOK;0.088
1991-10-30;Французский франк;250;FRF;0.101
1991-10-30;Фунт стерлингов Соединенного королевства;826;GBP;1.0024
1991-10-30;Шведская крона;752;SEK;0.0946
1991-10-30;Швейцарский франк;756;CHF;0.3945
1991-10-30;Японская иена;392;JPY;0.00446
1991-11-01;Болгарский лев;975;BGN;0.097
1991-11-01;Венгерский форинт;348;HUF;0.0233
1991-11-01;Китайский юань;156;CNY;0.1096
1991-11-01;Монгольский тугрик;;;0.0421
1991-11-01;Новозеландский доллар;;;0.3262
1991-11-01;Польский злотый;985;PLN;0.000156
1991-11-01;СДР (специальные права заимствования);960;XDR;0.7994
1991-11-01;Чехословацкая крона;;;0.0585
1991-11-06;Австралийский доллар;036;AUD;0.4508
1991-11-06;Датская крона;208;DKK;0.0905
1991-11-06;Доллар США;840;USD;0.578
1991-11-06;Индийская рупия;356;INR;0.0236
1991-11-06;Канадский доллар;124;CAD;0.5162
1991-11-06;Немецкая марка;276;DEM;0.3508
1991-11-06;Норвежская крона;578;NOK;0.0895
1991-11-06;Сингапурский доллар;702;SGD;0.3464
1991-11-06;Турецкая лира;949;TRY;0.00012
1991-11-06;Французский франк;250;FRF;0.1027
1991-11-06;Фунт стерлингов Соединенного королевства;826;GBP;1.0193
1991-11-06;Шведская крона;752;SEK;0.0962
1991-11-06;Швейцарский франк;756;CHF;0.3989
1991-11-06;Югославский динар;;;0.027
1991-11-06;Японская иена;392;JPY;0.00445
1991-11-13;Австралийский доллар;036;AUD;0.4539
1991-11-13;Датская крона;208;DKK;0.0906
1991-11-13;Доллар США;840;USD;0.5782
1991-11-13;Канадский доллар;124;CAD;0.5125
1991-11-13;Немецкая марка;276;DEM;0.3508
1991-11-13;Норвежская крона;578;NOK;0.0895
1991-11-13;Французский франк;250;FRF;0.1028
1991-11-13;Фунт стерлингов Соединенного королевства;826;GBP;1.0188
1991-11-13;Шведская крона;752;SEK;0.0961
1991-11-13;Швейцарский франк;756;CHF;0.3978
1991-11-13;Японская иена;392;JPY;0.00445
1991-11-20;Австралийский доллар;036;AUD;0.4495
1991-11-20;Датская крона;208;DKK;0.0914
1991-11-20;Доллар США;840;USD;0.5721
1991-11-20;Канадский доллар;124;CAD;0.5066
1991-11-20;Немецкая марка;276;DEM;0.3551
1991-11-20;Норвежская крона;578;NOK;0.0905
1991-11-20;Французский франк;250;FRF;0.1039
1991-11-20;Фунт стерлингов Соединенного королевства;826;GBP;1.0262
1991-11-20;Шведская крона;752;SEK;0.0971
1991-11-20;Швейцарский франк;756;CHF;0.4002
1991-11-20;Японская иена;392;JPY;0.00443
1991-11-27;Австралийский доллар;036;AUD;0.4499
1991-11-27;Датская крона;208;DKK;0.0923
1991-11-27;Доллар США;840;USD;0.5688
1991-11-27;Канадский доллар;124;CAD;0.4993
1991-11-27;Немецкая марка;276;DEM;0.3585
1991-11-27;Норвежская крона;578;NOK;0.0911
1991-11-27;Французский франк;250;FRF;0.105
1991-11-27;Фунт стерлингов Соединенного королевства;826;GBP;1.0198
1991-11-27;Шведская крона;752;SEK;0.098
1991-11-27;Швейцарский франк;756;CHF;0.4031
1991-11-27;Японская иена;392;JPY;0.0044
1991-12-01;Болгарский лев;975;BGN;0.098
1991-12-01;Венгерский форинт;348;HUF;0.0234
1991-12-01;Китайский юань;156;CNY;0.1065
1991-12-01;Монгольский тугрик;;;0.0408
1991-12-01;Новозеландский доллар;;;0.3207
1991-12-01;Польский злотый;985;PLN;0.000156
1991-12-01;СДР (специальные права заимствования);960;XDR;0.7784
1991-12-01;Чехословацкая крона;;;0.0585
1991-12-04;Австралийский доллар;036;AUD;0.4474
1991-12-04;Датская крона;208;DKK;0.0914
1991-12-04;Доллар США;840;USD;0.5731
1991-12-04;Индийская рупия;356;INR;0.0224
1991-12-04;Канадский доллар;124;CAD;0.5054
1991-12-04;Немецкая марка;276;DEM;0.3543
1991-12-04;Норвежская крона;578;NOK;0.0904
1991-12-04;Сингапурский доллар;702;SGD;0.3464
1991-12-04;Турецкая лира;949;TRY;0.00012
1991-12-04;Французский франк;250;FRF;0.1042
1991-12-04;Фунт стерлингов Соединенного королевства;826;GBP;1.0193
1991-12-04;Шведская крона;752;SEK;0.0969
1991-12-04;Швейцарский франк;756;CHF;0.4012
1991-12-04;Югославский динар;;;0.0273
1991-12-04;Японская иена;392;JPY;0.00441
1991-12-11;Австралийский доллар;036;AUD;0.4401
1991-12-11;Датская крона;208;DKK;0.0921
1991-12-11;Доллар США;840;USD;0.5654
1991-12-11;Канадский доллар;124;CAD;0.4974
1991-12-11;Немецкая марка;276;DEM;0.3582
1991-12-11;Норвежская крона;578;NOK;0.0909
1991-12-11;Французский франк;250;FRF;0.1052
1991-12-11;Фунт стерлингов Соединенного королевства;826;GBP;1.0256
1991-12-11;Шведская крона;752;SEK;0.0977
1991-12-11;Швейцарский франк;756;CHF;0.4079
1991-12-11;Японская иена;392;JPY;0.00442
1991-12-18;Австралийский доллар;036;AUD;0.4386
1991-12-18;Датская крона;208;DKK;0.0922
1991-12-18;Доллар США;840;USD;0.5663
1991-12-18;Канадский доллар;124;CAD;0.4957
1991-12-18;Немецкая марка;276;DEM;0.3572
1991-12-18;Норвежская крона;578;NOK;0.0911
1991-12-18;Французский франк;250;FRF;0.105
1991-12-18;Фунт стерлингов Соединенного королевства;826;GBP;1.029
1991-12-18;Шведская крона;752;SEK;0.0983
1991-12-18;Швейцарский франк;756;CHF;0.4068
1991-12-18;Японская иена;392;JPY;0.00441
1991-12-25;Австралийский доллар;036;AUD;0.4267
1991-12-25;Датская крона;208;DKK;0.0936
1991-12-25;Доллар США;840;USD;0.5571
1991-12-25;Канадский доллар;124;CAD;0.4816
1991-12-25;Немецкая марка;276;DEM;0.3642
1991-12-25;Норвежская крона;578;NOK;0.0923
1991-12-25;Французский франк;250;FRF;0.1068
1991-12-25;Фунт стерлингов Соединенного королевства;826;GBP;1.0389
1991-12-25;Шведская крона;752;SEK;0.0995
1991-12-25;Швейцарский франк;756;CHF;0.4111
1991-12-25;Японская иена;392;JPY;0.00437
1992-01-01;Австралийский доллар;036;AUD;0.4212
1992-01-01;Болгарский лев;975;BGN;0.0969
1992-01-01;Венгерский форинт;348;HUF;0.0222
1992-01-01;Датская крона;208;DKK;0.0943
1992-01-01;Доллар США;840;USD;0.5549
1992-01-01;Индийская рупия;356;INR;0.0224
1992-01-01;Канадский доллар;124;CAD;0.4782
1992-01-01;Китайский юань;156;CNY;0.1059
1992-01-01;Монгольский тугрик;;;0.0397
1992-01-01;Немецкая марка;276;DEM;0.3655
1992-01-01;Новозеландский доллар;;;0.302
1992-01-01;Норвежская крона;578;NOK;0.0931
1992-01-01;Польский злотый;985;PLN;0.000162
1992-01-01;СДР (специальные права заимствования);960;XDR;0.7827
1992-01-01;Сингапурский доллар;702;SGD;0.3411
1992-01-01;Турецкая лира;949;TRY;0.00011
1992-01-01;Французский франк;250;FRF;0.107
1992-01-01;Фунт стерлингов Соединенного королевства;826;GBP;1.0394
1992-01-01;Чехословацкая крона;;;0.062
1992-01-01;Шведская крона;752;SEK;0.1002
1992-01-01;Швейцарский франк;756;CHF;0.4106
1992-01-01;Югославский динар;;;0.0281
1992-01-01;Японская иена;392;JPY;0.00441
1992-01-08;Австралийский доллар;036;AUD;0.4224
1992-01-08;Датская крона;208;DKK;0.0929
1992-01-08;Доллар США;840;USD;0.5572
1992-01-08;Канадский доллар;124;CAD;0.4859
1992-01-08;Немецкая марка;276;DEM;0.361
1992-01-08;Норвежская крона;578;NOK;0.0919
1992-01-08;Французский франк;250;FRF;0.1067
1992-01-08;Фунт стерлингов Соединенного королевства;826;GBP;1.0393
1992-01-08;Шведская крона;752;SEK;0.0991
1992-01-08;Швейцарский франк;756;CHF;0.4084
1992-01-08;Японская иена;392;JPY;0.00448
1992-01-15;Австралийский доллар;036;AUD;0.4184
1992-01-15;Датская крона;208;DKK;0.0926
1992-01-15;Доллар США;840;USD;0.5647
1992-01-15;Канадский доллар;124;CAD;0.4918
1992-01-15;Немецкая марка;276;DEM;0.3592
1992-01-15;Норвежская крона;578;NOK;0.0913
1992-01-15;Французский франк;250;FRF;0.1053
1992-01-15;Фунт стерлингов Соединенного королевства;826;GBP;1.0187
1992-01-15;Шведская крона;752;SEK;0.0985
1992-01-15;Швейцарский франк;756;CHF;0.4039
1992-01-15;Японская иена;392;JPY;0.00447
1992-01-22;Австралийский доллар;036;AUD;0.4222
1992-01-22;Датская крона;208;DKK;0.092
1992-01-22;Доллар США;840;USD;0.5656
1992-01-22;Канадский доллар;124;CAD;0.4923
1992-01-22;Немецкая марка;276;DEM;0.3563
1992-01-22;Норвежская крона;578;NOK;0.0908
1992-01-22;Французский франк;250;FRF;0.1044
1992-01-22;Фунт стерлингов Соединенного королевства;826;GBP;1.0172
1992-01-22;Шведская крона;752;SEK;0.0979
1992-01-22;Швейцарский франк;756;CHF;0.4033
1992-01-22;Японская иена;392;JPY;0.00457
1992-01-29;Австралийский доллар;036;AUD;0.4214
1992-01-29;Датская крона;208;DKK;0.0915
1992-01-29;Доллар США;840;USD;0.5687
1992-01-29;Канадский доллар;124;CAD;0.486
1992-01-29;Немецкая марка;276;DEM;0.3546
1992-01-29;Норвежская крона;578;NOK;0.0904
1992-01-29;Французский франк;250;FRF;0.1041
1992-01-29;Фунт стерлингов Соединенного королевства;826;GBP;1.0174
1992-01-29;Шведская крона;752;SEK;0.0976
1992-01-29;Швейцарский франк;756;CHF;0.3994
1992-01-29;Японская иена;392;JPY;0.00456
1992-02-01;Болгарский лев;975;BGN;0.094
1992-02-01;Венгерский форинт;348;HUF;0.0219
1992-02-01;Китайский юань;156;CNY;0.1032
1992-02-01;Монгольский тугрик;;;0.0404
1992-02-01;Новозеландский доллар;;;0.3045
1992-02-01;Польский злотый;985;PLN;0.000148
1992-02-01;СДР (специальные права заимствования);960;XDR;0.7956
1992-02-01;Чехословацкая крона;;;0.0592
1992-02-05;Австралийский доллар;036;AUD;0.4288
1992-02-05;Датская крона;208;DKK;0.0916
1992-02-05;Доллар США;840;USD;0.5694
1992-02-05;Индийская рупия;356;INR;0.0224
1992-02-05;Канадский доллар;124;CAD;0.4854
1992-02-05;Немецкая марка;276;DEM;0.3547
1992-02-05;Норвежская крона;578;NOK;0.0905
1992-02-05;Сингапурский доллар;702;SGD;0.3483
1992-02-05;Турецкая лира;949;TRY;0.0001
1992-02-05;Французский франк;250;FRF;0.1041
1992-02-05;Фунт стерлингов Соединенного королевства;826;GBP;1.0206
1992-02-05;Шведская крона;752;SEK;0.0977
1992-02-05;Швейцарский франк;756;CHF;0.3985
1992-02-05;Югославский динар;;;0.0055
1992-02-05;Японская иена;392;JPY;0.00453
1992-02-12;Австралийский доллар;036;AUD;0.4225
1992-02-12;Датская крона;208;DKK;0.0928
1992-02-12;Доллар США;840;USD;0.5619
1992-02-12;Канадский доллар;124;CAD;0.4783
1992-02-12;Немецкая марка;276;DEM;0.3598
1992-02-12;Норвежская крона;578;NOK;0.0917
1992-02-12;Французский франк;250;FRF;0.1056
1992-02-12;Фунт стерлингов Соединенного королевства;826;GBP;1.0314
1992-02-12;Шведская крона;752;SEK;0.099
1992-02-12;Швейцарский франк;756;CHF;0.4033
1992-02-12;Японская иена;392;JPY;0.00448
1992-02-19;Австралийский доллар;036;AUD;0.4317
1992-02-19;Датская крона;208;DKK;0.0915
1992-02-19;Доллар США;840;USD;0.572
1992-02-19;Канадский доллар;124;CAD;0.4824
1992-02-19;Немецкая марка;276;DEM;0.354
1992-02-19;Норвежская крона;578;NOK;0.0904
1992-02-19;Французский франк;250;FRF;0.104
1992-02-19;Фунт стерлингов Соединенного королевства;826;GBP;1.0193
1992-02-19;Шведская крона;752;SEK;0.0977
1992-02-19;Швейцарский франк;756;CHF;0.3938
1992-02-19;Японская иена;392;JPY;0.00451
1992-02-26;Австралийский доллар;036;AUD;0.4354
1992-02-26;Датская крона;208;DKK;0.0902
1992-02-26;Доллар США;840;USD;0.5815
1992-02-26;Канадский доллар;124;CAD;0.4894
1992-02-26;Немецкая марка;276;DEM;0.3495
1992-02-26;Норвежская крона;578;NOK;0.0893
1992-02-26;Сингапурский доллар;702;SGD;0.3511
1992-02-26;Турецкая лира;949;TRY;0.0001
1992-02-26;Французский франк;250;FRF;0.1028
1992-02-26;Фунт стерлингов Соединенного королевства;826;GBP;1.0086
1992-02-26;Шведская крона;752;SEK;0.0965
1992-02-26;Швейцарский франк;756;CHF;0.386
1992-02-26;Японская иена;392;JPY;0.00449
1992-03-01;Болгарский лев;975;BGN;0.0939
1992-03-01;Венгерский форинт;348;HUF;0.0197
1992-03-01;Китайский юань;156;CNY;0.104
1992-03-01;Монгольский тугрик;;;0.0406
1992-03-01;Новозеландский доллар;;;0.3075
1992-03-01;Польский злотый;985;PLN;0.000146
1992-03-01;СДР (специальные права заимствования);960;XDR;0.7906
1992-03-01;Чехословацкая крона;;;0.0592
1992-03-04;Австралийский доллар;036;AUD;0.4359
1992-03-04;Датская крона;208;DKK;0.0909
1992-03-04;Доллар США;840;USD;0.5776
1992-03-04;Индийская рупия;356;INR;0.0224
1992-03-04;Канадский доллар;124;CAD;0.4885
1992-03-04;Немецкая марка;276;DEM;0.3523
1992-03-04;Норвежская крона;578;NOK;0.0899
1992-03-04;Сингапурский доллар;702;SGD;0.3516
1992-03-04;Турецкая лира;949;TRY;0.0001
1992-03-04;Французский франк;250;FRF;0.1037
1992-03-04;Фунт стерлингов Соединенного королевства;826;GBP;1.0129
1992-03-04;Шведская крона;752;SEK;0.0972
1992-03-04;Швейцарский франк;756;CHF;0.3883
1992-03-04;Югославский динар;;;0.0042
1992-03-04;Японская иена;392;JPY;0.00446
1992-03-11;Австралийский доллар;036;AUD;0.4396
1992-03-11;Датская крона;208;DKK;0.0903
1992-03-11;Доллар США;840;USD;0.5826
1992-03-11;Канадский доллар;124;CAD;0.4892
1992-03-11;Немецкая марка;276;DEM;0.3504
1992-03-11;Норвежская крона;578;NOK;0.0893
1992-03-11;Сингапурский доллар;702;SGD;0.3516
1992-03-11;Турецкая лира;949;TRY;0.0001
1992-03-11;Французский франк;250;FRF;0.1032
1992-03-11;Фунт стерлингов Соединенного королевства;826;GBP;1.0034
1992-03-11;Шведская крона;752;SEK;0.0965
1992-03-11;Швейцарский франк;756;CHF;0.3864
1992-03-11;Японская иена;392;JPY;0.00442
1992-03-18;Австралийский доллар;036;AUD;0.4408
1992-03-18;Датская крона;208;DKK;0.0903
1992-03-18;Доллар США;840;USD;0.5842
1992-03-18;Канадский доллар;124;CAD;0.4872
1992-03-18;Немецкая марка;276;DEM;0.3506
1992-03-18;Норвежская крона;578;NOK;0.0893
1992-03-18;Сингапурский доллар;702;SGD;0.3494
1992-03-18;Турецкая лира;949;TRY;0.0001
1992-03-18;Французский франк;250;FRF;0.1033
1992-03-18;Фунт стерлингов Соединенного королевства;826;GBP;1.0019
1992-03-18;Шведская крона;752;SEK;0.0966
1992-03-18;Швейцарский франк;756;CHF;0.3873
1992-03-18;Японская иена;392;JPY;0.00435
1992-03-25;Австралийский доллар;036;AUD;0.4448
1992-03-25;Датская крона;208;DKK;0.09
1992-03-25;Доллар США;840;USD;0.586
1992-03-25;Канадский доллар;124;CAD;0.4891
1992-03-25;Немецкая марка;276;DEM;0.3495
1992-03-25;Норвежская крона;578;NOK;0.089
1992-03-25;Сингапурский доллар;702;SGD;0.3549
1992-03-25;Турецкая лира;949;TRY;0.0001
1992-03-25;Французский франк;250;FRF;0.103
1992-03-25;Фунт стерлингов Соединенного королевства;826;GBP;0.9994
1992-03-25;Шведская крона;752;SEK;0.0964
1992-03-25;Швейцарский франк;756;CHF;0.3849
1992-03-25;Японская иена;392;JPY;0.00437
1992-04-01;Австралийский доллар;036;AUD;0.4439
1992-04-01;Болгарский лев;975;BGN;0.0925
1992-04-01;Венгерский форинт;348;HUF;0.0372
1992-04-01;Датская крона;208;DKK;0.091
1992-04-01;Доллар США;840;USD;0.5799
1992-04-01;Канадский доллар;124;CAD;0.4879
1992-04-01;Китайский юань;156;CNY;0.1053
1992-04-01;Монгольский тугрик;;;0.0435
1992-04-01;Немецкая марка;276;DEM;0.353
1992-04-01;Новозеландский доллар;;;0.3187
1992-04-01;Норвежская крона;578;NOK;0.0899
1992-04-01;Польский злотый;985;PLN;0.000129
1992-04-01;СДР (специальные права заимствования);960;XDR;0.7883
1992-04-01;Сингапурский доллар;702;SGD;0.3504
1992-04-01;Турецкая лира;949;TRY;0.00009
1992-04-01;Французский франк;250;FRF;0.1041
1992-04-01;Фунт стерлингов Соединенного королевства;826;GBP;1.0082
1992-04-01;Чехословацкая крона;;;0.0596
1992-04-01;Шведская крона;752;SEK;0.0972
1992-04-01;Швейцарский франк;756;CHF;0.3878
1992-04-01;Японская иена;392;JPY;0.00436
1992-04-08;Австралийский доллар;036;AUD;0.4407
1992-04-08;Датская крона;208;DKK;0.091
1992-04-08;Доллар США;840;USD;0.5747
1992-04-08;Канадский доллар;124;CAD;0.4839
1992-04-08;Немецкая марка;276;DEM;0.3531
1992-04-08;Норвежская крона;578;NOK;0.0898
1992-04-08;Сингапурский доллар;702;SGD;0.347
1992-04-08;Турецкая лира;949;TRY;0.00009
1992-04-08;Французский франк;250;FRF;0.1103
1992-04-08;Фунт стерлингов Соединенного королевства;826;GBP;1.0017
1992-04-08;Шведская крона;752;SEK;0.0972
1992-04-08;Швейцарский франк;756;CHF;0.3856
1992-04-08;Японская иена;392;JPY;0.00431
1992-04-15;Австралийский доллар;036;AUD;0.441
1992-04-15;Датская крона;208;DKK;0.091
1992-04-15;Доллар США;840;USD;0.5789
1992-04-15;Канадский доллар;124;CAD;0.4879
1992-04-15;Немецкая марка;276;DEM;0.3529
1992-04-15;Норвежская крона;578;NOK;0.0901
1992-04-15;Сингапурский доллар;702;SGD;0.3502
1992-04-15;Турецкая лира;949;TRY;0.00009
1992-04-15;Французский франк;250;FRF;0.1043
1992-04-15;Фунт стерлингов Соединенного королевства;826;GBP;1.023
1992-04-15;Шведская крона;752;SEK;0.0975
1992-04-15;Швейцарский франк;756;CHF;0.3835
1992-04-15;Японская иена;392;JPY;0.00435
1992-04-22;Австралийский доллар;036;AUD;0.4477
1992-04-22;Датская крона;208;DKK;0.0906
1992-04-22;Доллар США;840;USD;0.5843
1992-04-22;Канадский доллар;124;CAD;0.4945
1992-04-22;Немецкая марка;276;DEM;0.3501
1992-04-22;Норвежская крона;578;NOK;0.0895
1992-04-22;Сингапурский доллар;702;SGD;0.3514
1992-04-22;Турецкая лира;949;TRY;0.00009
1992-04-22;Французский франк;250;FRF;0.1035
1992-04-22;Фунт стерлингов Соединенного королевства;826;GBP;1.019
1992-04-22;Шведская крона;752;SEK;0.097
1992-04-22;Швейцарский франк;756;CHF;0.3784
1992-04-22;Японская иена;392;JPY;0.00436
1992-04-29;Австралийский доллар;036;AUD;0.4387
1992-04-29;Датская крона;208;DKK;0.0908
1992-04-29;Доллар США;840;USD;0.5814
1992-04-29;Канадский доллар;124;CAD;0.4886
1992-04-29;Немецкая марка;276;DEM;0.3512
1992-04-29;Норвежская крона;578;NOK;0.0898
1992-04-29;Сингапурский доллар;702;SGD;0.3505
1992-04-29;Турецкая лира;949;TRY;0.00009
1992-04-29;Французский франк;250;FRF;0.104
1992-04-29;Фунт стерлингов Соединенного королевства;826;GBP;1.0295
1992-04-29;Шведская крона;752;SEK;0.0972
1992-04-29;Швейцарский франк;756;CHF;0.3788
1992-04-29;Японская иена;392;JPY;0.00435
1992-05-01;Болгарский лев;975;BGN;0.0963
1992-05-01;Венгерский форинт;348;HUF;0.0375
1992-05-01;Китайский юань;156;CNY;0.1067
1992-05-01;Монгольский тугрик;;;0.0437
1992-05-01;Новозеландский доллар;;;0.3114
1992-05-01;Польский злотый;985;PLN;0.000128
1992-05-01;СДР (специальные права заимствования);960;XDR;0.7968
1992-05-01;Чехословацкая крона;;;0.06
1992-05-06;Австралийский доллар;036;AUD;0.4369
1992-05-06;Датская крона;208;DKK;0.0908
1992-05-06;Доллар США;840;USD;0.5788
1992-05-06;Канадский доллар;124;CAD;0.4863
1992-05-06;Немецкая марка;276;DEM;0.3512
1992-05-06;Норвежская крона;578;NOK;0.09
1992-05-06;Сингапурский доллар;702;SGD;0.3497
1992-05-06;Турецкая лира;949;TRY;0.00009
1992-05-06;Французский франк;250;FRF;0.1042
1992-05-06;Фунт стерлингов Соединенного королевства;826;GBP;1.0294
1992-05-06;Шведская крона;752;SEK;0.0974
1992-05-06;Швейцарский франк;756;CHF;0.3843
1992-05-06;Японская иена;392;JPY;0.00436
1992-05-13;Австралийский доллар;036;AUD;0.4327
1992-05-13;Датская крона;208;DKK;0.0914
1992-05-13;Доллар США;840;USD;0.5768
1992-05-13;Канадский доллар;124;CAD;0.479
1992-05-13;Немецкая марка;276;DEM;0.3533
1992-05-13;Норвежская крона;578;NOK;0.0906
1992-05-13;Сингапурский доллар;702;SGD;0.3485
1992-05-13;Турецкая лира;949;TRY;0.00009
1992-05-13;Французский франк;250;FRF;0.1051
1992-05-13;Фунт стерлингов Соединенного королевства;826;GBP;1.0365
1992-05-13;Шведская крона;752;SEK;0.0981
1992-05-13;Швейцарский франк;756;CHF;0.3801
1992-05-13;Японская иена;392;JPY;0.00435
1992-05-20;Австралийский доллар;036;AUD;0.4315
1992-05-20;Датская крона;208;DKK;0.0921
1992-05-20;Доллар США;840;USD;0.5698
1992-05-20;Канадский доллар;124;CAD;0.4744
1992-05-20;Немецкая марка;276;DEM;0.3553
1992-05-20;Норвежская крона;578;NOK;0.0911
1992-05-20;Сингапурский доллар;702;SGD;0.3479
1992-05-20;Турецкая лира;949;TRY;0.00009
1992-05-20;Французский франк;250;FRF;0.1058
1992-05-20;Фунт стерлингов Соединенного королевства;826;GBP;1.0407
1992-05-20;Шведская крона;752;SEK;0.0987
1992-05-20;Швейцарский франк;756;CHF;0.3875
1992-05-20;Японская иена;392;JPY;0.00439
1992-05-27;Австралийский доллар;036;AUD;0.4335
1992-05-27;Датская крона;208;DKK;0.0917
1992-05-27;Доллар США;840;USD;0.5712
1992-05-27;Канадский доллар;124;CAD;0.4774
1992-05-27;Немецкая марка;276;DEM;0.3543
1992-05-27;Норвежская крона;578;NOK;0.0908
1992-05-27;Сингапурский доллар;702;SGD;0.35
1992-05-27;Турецкая лира;949;TRY;0.00008
1992-05-27;Французский франк;250;FRF;0.1054
1992-05-27;Фунт стерлингов Соединенного королевства;826;GBP;1.0396
1992-05-27;Шведская крона;752;SEK;0.0984
1992-05-27;Швейцарский франк;756;CHF;0.3846
1992-05-27;Японская иена;392;JPY;0.00442
1992-06-03;Австралийский доллар;036;AUD;0.4299
1992-06-03;Датская крона;208;DKK;0.0922
1992-06-03;Доллар США;840;USD;0.5669
1992-06-03;Канадский доллар;124;CAD;0.4713
1992-06-03;Немецкая марка;276;DEM;0.3545
1992-06-03;Норвежская крона;578;NOK;0.091
1992-06-03;Сингапурский доллар;702;SGD;0.3485
1992-06-03;Турецкая лира;949;TRY;0.00008
1992-06-03;Французский франк;250;FRF;0.1055
1992-06-03;Фунт стерлингов Соединенного королевства;826;GBP;1.0408
1992-06-03;Шведская крона;752;SEK;0.0985
1992-06-03;Швейцарский франк;756;CHF;0.3912
1992-06-03;Японская иена;392;JPY;0.00447
1992-06-10;Австралийский доллар;036;AUD;0.4322
1992-06-10;Датская крона;208;DKK;0.0922
1992-06-10;Доллар США;840;USD;0.5668
